shipment_id,origin,destination,weight_kg,volume_m3,priority,deadline,value_eur
SH0340,Erfurt,Munster,846,2.2,1,2026-01-18T00:00:00,1332
SH0341,Gelsenkirchen,Munster,607,2.0,3,2026-01-24T00:00:00,6051
SH0342,Berlin,Munich,467,1.8,1,2026-01-24T00:00:00,8853
SH0343,Bochum,Essen,639,1.3,4,2026-01-16T00:00:00,3381
SH0344,Lubeck,Gelsenkirchen,224,3.0,4,2026-01-16T00:00:00,2574
SH0345,Augsburg,Freiburg,401,3.9,3,2026-01-16T00:00:00,4738
SH0346,Oberhausen,Bochum,269,4.9,3,2026-01-29T00:00:00,5185
SH0347,Rostock,Dusseldorf,179,3.0,1,2026-01-29T00:00:00,3195
SH0348,Wiesbaden,Chemnitz,736,2.5,4,2026-01-23T00:00:00,3037
SH0349,Munich,Berlin,369,3.9,4,2026-01-25T00:00:00,7099
SH0350,Gelsenkirchen,Chemnitz,767,3.8,5,2026-01-17T00:00:00,2781
SH0351,Lubeck,Essen,122,2.3,1,2026-01-22T00:00:00,8305
SH0352,Halle,Oberhausen,825,1.8,4,2026-01-25T00:00:00,1958
SH0353,Frankfurt,Berlin,158,2.5,3,2026-01-25T00:00:00,5961
SH0354,Leipzig,Hamburg,302,1.2,5,2026-01-20T00:00:00,4456
SH0355,Chemnitz,Bonn,292,3.1,4,2026-01-18T00:00:00,1498
SH0356,Bochum,Wiesbaden,670,3.8,2,2026-01-21T00:00:00,1649
SH0357,Munster,Wuppertal,389,3.1,2,2026-01-27T00:00:00,4842
SH0358,Freiburg,Nuremberg,307,1.7,5,2026-01-28T00:00:00,5089
SH0359,Leipzig,Bremen,440,1.1,3,2026-01-18T00:00:00,9401
SH0360,Nuremberg,Dresden,494,3.1,2,2026-01-21T00:00:00,1046
SH0361,Leipzig,Oberhausen,393,0.6,3,2026-01-16T00:00:00,8190
SH0362,Hamburg,Freiburg,419,4.6,1,2026-01-29T00:00:00,1258
SH0363,Monchengladbach,Aachen,440,2.3,3,2026-01-29T00:00:00,1985
SH0364,Magdeburg,Bielefeld,864,0.7,2,2026-01-29T00:00:00,3746
SH0365,Hamburg,Bonn,844,0.6,5,2026-01-16T00:00:00,2887
SH0366,Rostock,Lubeck,867,1.6,1,2026-01-21T00:00:00,7308
SH0367,Mainz,Bochum,648,2.4,2,2026-01-17T00:00:00,1312
SH0368,Lubeck,Monchengladbach,535,1.8,1,2026-01-22T00:00:00,1596
SH0369,Bonn,Hamburg,237,2.9,5,2026-01-29T00:00:00,2002
SH0370,Erfurt,Augsburg,178,4.1,3,2026-01-21T00:00:00,9360
SH0371,Rostock,Magdeburg,713,4.2,4,2026-01-28T00:00:00,1109
SH0372,Kiel,Aachen,784,2.9,2,2026-01-20T00:00:00,8974
SH0373,Leipzig,Aachen,435,4.0,3,2026-01-25T00:00:00,8997
SH0374,Hamburg,Dusseldorf,479,1.6,5,2026-01-19T00:00:00,4093
SH0375,Dusseldorf,Stuttgart,915,5.0,4,2026-01-16T00:00:00,8513
SH0376,Dusseldorf,Hamburg,397,1.7,5,2026-01-21T00:00:00,1122
SH0377,Wiesbaden,Freiburg,120,0.7,5,2026-01-16T00:00:00,6782
SH0378,Kassel,Dortmund,810,0.5,4,2026-01-19T00:00:00,8347
SH0379,Munster,Mannheim,595,1.1,1,2026-01-21T00:00:00,1424
SH0380,Rostock,Kassel,588,4.2,1,2026-01-26T00:00:00,5821
SH0381,Dortmund,Erfurt,841,4.2,4,2026-01-23T00:00:00,6128
SH0382,Nuremberg,Leipzig,764,1.9,3,2026-01-17T00:00:00,2585
SH0383,Bielefeld,Bochum,303,3.0,1,2026-01-16T00:00:00,4620
SH0384,Bonn,Monchengladbach,845,4.1,2,2026-01-21T00:00:00,1828
SH0385,Wiesbaden,Bonn,344,1.8,3,2026-01-16T00:00:00,4356
SH0386,Augsburg,Frankfurt,836,0.9,4,2026-01-18T00:00:00,4332
SH0387,Bochum,Stuttgart,396,2.9,5,2026-01-25T00:00:00,8706
SH0388,Oberhausen,Munich,635,3.5,2,2026-01-24T00:00:00,7063
SH0389,Augsburg,Mannheim,302,1.5,4,2026-01-22T00:00:00,8950
SH0390,Hanover,Krefeld,725,2.4,1,2026-01-22T00:00:00,6396
SH0391,Essen,Augsburg,789,4.5,5,2026-01-18T00:00:00,9915
SH0392,Dortmund,Braunschweig,482,2.3,2,2026-01-28T00:00:00,6375
SH0393,Bochum,Halle,650,2.8,4,2026-01-20T00:00:00,3463
SH0394,Bielefeld,Bonn,733,1.4,1,2026-01-25T00:00:00,4642
SH0395,Bonn,Hanover,267,3.7,5,2026-01-17T00:00:00,5798
SH0396,Bielefeld,Hanover,355,2.7,2,2026-01-23T00:00:00,9159
SH0397,Duisburg,Kassel,649,3.9,4,2026-01-23T00:00:00,3962
SH0398,Wiesbaden,Cologne,674,3.4,2,2026-01-16T00:00:00,1174
SH0399,Rostock,Kassel,565,3.1,1,2026-01-29T00:00:00,9429
SH0400,Dusseldorf,Halle,274,4.4,1,2026-01-24T00:00:00,9946
SH0401,Gelsenkirchen,Mainz,470,1.6,5,2026-01-18T00:00:00,5309
SH0402,Krefeld,Halle,848,1.3,2,2026-01-19T00:00:00,5845
SH0403,Nuremberg,Stuttgart,287,3.0,2,2026-01-17T00:00:00,4988
SH0404,Dusseldorf,Frankfurt,104,3.3,3,2026-01-17T00:00:00,8098
SH0405,Oberhausen,Erfurt,614,3.3,5,2026-01-20T00:00:00,7889
SH0406,Stuttgart,Dusseldorf,473,4.7,3,2026-01-18T00:00:00,5986
SH0407,Oberhausen,Mainz,534,2.1,4,2026-01-28T00:00:00,8241
SH0408,Erfurt,Braunschweig,381,2.9,1,2026-01-28T00:00:00,1427
SH0409,Braunschweig,Nuremberg,914,4.0,4,2026-01-28T00:00:00,3815
SH0410,Bielefeld,Braunschweig,230,0.8,4,2026-01-23T00:00:00,9070
SH0411,Dortmund,Lubeck,483,2.1,4,2026-01-26T00:00:00,8042
SH0412,Monchengladbach,Bremen,159,1.3,2,2026-01-21T00:00:00,5497
SH0413,Bochum,Chemnitz,171,4.9,3,2026-01-18T00:00:00,4859
SH0414,Lubeck,Stuttgart,974,1.4,1,2026-01-16T00:00:00,3483
SH0415,Hamburg,Lubeck,953,2.9,4,2026-01-21T00:00:00,8748
SH0416,Magdeburg,Erfurt,948,2.2,3,2026-01-17T00:00:00,4118
SH0417,Krefeld,Freiburg,906,4.4,1,2026-01-25T00:00:00,1494
SH0418,Munster,Krefeld,584,3.2,1,2026-01-16T00:00:00,4549
SH0419,Munich,Oberhausen,197,2.2,2,2026-01-25T00:00:00,6171
SH0420,Kiel,Rostock,505,4.6,3,2026-01-28T00:00:00,6339
SH0421,Dusseldorf,Hamburg,333,4.6,5,2026-01-29T00:00:00,4364
SH0422,Bremen,Bonn,163,4.7,1,2026-01-17T00:00:00,5279
SH0423,Dusseldorf,Halle,637,0.9,4,2026-01-28T00:00:00,7005
SH0424,Duisburg,Hamburg,734,2.3,3,2026-01-29T00:00:00,2038
SH0425,Dresden,Chemnitz,741,3.6,2,2026-01-16T00:00:00,4358
SH0426,Nuremberg,Karlsruhe,304,2.2,3,2026-01-25T00:00:00,6069
SH0427,Dortmund,Munich,790,2.0,5,2026-01-25T00:00:00,7310
SH0428,Monchengladbach,Wuppertal,157,2.5,1,2026-01-26T00:00:00,9725
SH0429,Karlsruhe,Bielefeld,804,1.3,5,2026-01-18T00:00:00,7226
SH0430,Kassel,Monchengladbach,940,1.5,2,2026-01-18T00:00:00,7543
SH0431,Krefeld,Kiel,590,4.9,4,2026-01-24T00:00:00,9227
SH0432,Mannheim,Wiesbaden,248,1.6,3,2026-01-16T00:00:00,7899
SH0433,Frankfurt,Munich,398,4.8,3,2026-01-26T00:00:00,8453
SH0434,Cologne,Aachen,882,1.2,1,2026-01-24T00:00:00,1462
SH0435,Monchengladbach,Dortmund,531,4.6,1,2026-01-25T00:00:00,1043
SH0436,Gelsenkirchen,Karlsruhe,890,3.7,2,2026-01-18T00:00:00,3976
SH0437,Dusseldorf,Lubeck,499,3.4,1,2026-01-23T00:00:00,6515
SH0438,Dusseldorf,Duisburg,943,1.7,5,2026-01-27T00:00:00,1921
SH0439,Freiburg,Stuttgart,901,1.7,2,2026-01-16T00:00:00,9495
SH0440,Dresden,Bremen,998,4.5,2,2026-01-22T00:00:00,6617
SH0441,Cologne,Mannheim,491,2.9,2,2026-01-28T00:00:00,6576
SH0442,Berlin,Mannheim,886,4.4,1,2026-01-23T00:00:00,4655
SH0443,Dresden,Kassel,881,1.2,5,2026-01-29T00:00:00,1954
SH0444,Dortmund,Erfurt,575,0.6,4,2026-01-16T00:00:00,6559
SH0445,Freiburg,Magdeburg,826,0.7,1,2026-01-16T00:00:00,3349
SH0446,Essen,Magdeburg,580,0.9,1,2026-01-22T00:00:00,3327
SH0447,Oberhausen,Magdeburg,330,3.6,5,2026-01-16T00:00:00,4308
SH0448,Stuttgart,Mainz,374,0.7,5,2026-01-20T00:00:00,6056
SH0449,Rostock,Cologne,915,3.2,4,2026-01-20T00:00:00,7505
SH0450,Hamburg,Nuremberg,563,4.5,3,2026-01-19T00:00:00,7223
SH0451,Monchengladbach,Berlin,510,2.0,5,2026-01-27T00:00:00,5099
SH0452,Kassel,Rostock,651,3.2,3,2026-01-21T00:00:00,5983
SH0453,Lubeck,Braunschweig,312,2.0,5,2026-01-24T00:00:00,2655
SH0454,Munster,Munich,757,0.5,5,2026-01-22T00:00:00,9121
SH0455,Essen,Kiel,708,3.9,4,2026-01-27T00:00:00,2110
SH0456,Augsburg,Mainz,367,2.4,3,2026-01-25T00:00:00,3053
SH0457,Magdeburg,Stuttgart,407,0.6,4,2026-01-28T00:00:00,1356
SH0458,Karlsruhe,Stuttgart,380,4.8,3,2026-01-29T00:00:00,4761
SH0459,Bielefeld,Munster,248,3.2,2,2026-01-23T00:00:00,1541
SH0460,Rostock,Oberhausen,815,2.9,3,2026-01-23T00:00:00,4700
SH0461,Rostock,Oberhausen,812,1.1,1,2026-01-28T00:00:00,2291
SH0462,Berlin,Gelsenkirchen,697,4.4,2,2026-01-24T00:00:00,2077
SH0463,Dresden,Erfurt,744,0.5,5,2026-01-26T00:00:00,4457
SH0464,Duisburg,Karlsruhe,227,1.3,3,2026-01-22T00:00:00,6964
SH0465,Munster,Nuremberg,742,4.4,3,2026-01-20T00:00:00,1995
SH0466,Munster,Duisburg,243,4.2,2,2026-01-22T00:00:00,4002
SH0467,Cologne,Bremen,419,3.3,3,2026-01-20T00:00:00,7666
SH0468,Dresden,Mannheim,173,2.0,2,2026-01-21T00:00:00,8986
SH0469,Freiburg,Nuremberg,950,2.1,2,2026-01-27T00:00:00,6811
SH0470,Frankfurt,Mannheim,575,4.8,3,2026-01-16T00:00:00,5565
SH0471,Mannheim,Braunschweig,796,3.2,1,2026-01-26T00:00:00,7339
SH0472,Wuppertal,Oberhausen,621,1.2,2,2026-01-16T00:00:00,2617
SH0473,Krefeld,Chemnitz,511,2.6,3,2026-01-17T00:00:00,6828
SH0474,Lubeck,Hamburg,951,1.9,3,2026-01-20T00:00:00,4910
SH0475,Leipzig,Gelsenkirchen,107,2.3,4,2026-01-26T00:00:00,4142
SH0476,Karlsruhe,Kassel,363,3.1,4,2026-01-19T00:00:00,3939
SH0477,Freiburg,Mainz,470,2.9,4,2026-01-21T00:00:00,4185
SH0478,Gelsenkirchen,Lubeck,142,1.0,3,2026-01-19T00:00:00,3893
SH0479,Kassel,Leipzig,801,3.2,2,2026-01-27T00:00:00,9350
SH0480,Bielefeld,Magdeburg,855,3.3,4,2026-01-21T00:00:00,8304
SH0481,Wiesbaden,Bonn,984,1.7,2,2026-01-23T00:00:00,1890
SH0482,Leipzig,Kassel,808,3.3,5,2026-01-17T00:00:00,6880
SH0483,Wiesbaden,Duisburg,951,0.7,2,2026-01-22T00:00:00,4718
SH0484,Cologne,Wuppertal,179,2.5,4,2026-01-19T00:00:00,6281
SH0485,Braunschweig,Lubeck,128,1.5,4,2026-01-25T00:00:00,6401
SH0486,Erfurt,Augsburg,572,2.2,4,2026-01-25T00:00:00,4353
SH0487,Oberhausen,Hanover,637,1.1,5,2026-01-17T00:00:00,8156
SH0488,Dusseldorf,Dortmund,945,2.8,4,2026-01-26T00:00:00,1067
SH0489,Leipzig,Oberhausen,817,2.4,3,2026-01-28T00:00:00,9127
SH0490,Bremen,Leipzig,759,1.8,2,2026-01-29T00:00:00,7421
SH0491,Bonn,Bochum,642,1.0,2,2026-01-25T00:00:00,4684
SH0492,Essen,Wuppertal,970,3.0,4,2026-01-27T00:00:00,3627
SH0493,Dusseldorf,Duisburg,977,0.6,2,2026-01-16T00:00:00,3954
SH0494,Halle,Cologne,269,3.5,2,2026-01-22T00:00:00,4265
SH0495,Mannheim,Freiburg,198,4.3,5,2026-01-24T00:00:00,3703
SH0496,Bonn,Chemnitz,909,2.2,5,2026-01-19T00:00:00,9136
SH0497,Aachen,Kiel,669,0.9,5,2026-01-26T00:00:00,7567
SH0498,Wuppertal,Erfurt,684,2.7,5,2026-01-27T00:00:00,7908
SH0499,Erfurt,Bremen,502,0.8,1,2026-01-20T00:00:00,4328
SH0500,Erfurt,Leipzig,865,4.9,2,2026-01-24T00:00:00,3519
SH0501,Halle,Hamburg,175,3.7,3,2026-01-16T00:00:00,2702
SH0502,Nuremberg,Mannheim,973,5.0,2,2026-01-28T00:00:00,3906
SH0503,Halle,Bochum,264,0.9,3,2026-01-16T00:00:00,4392
SH0504,Berlin,Augsburg,708,2.9,5,2026-01-25T00:00:00,8918
SH0505,Munich,Leipzig,503,3.0,2,2026-01-19T00:00:00,3046
SH0506,Monchengladbach,Dortmund,300,0.6,1,2026-01-24T00:00:00,7834
SH0507,Chemnitz,Krefeld,278,3.0,2,2026-01-17T00:00:00,2688
SH0508,Munster,Gelsenkirchen,274,1.9,5,2026-01-22T00:00:00,6523
SH0509,Munster,Kiel,564,3.3,5,2026-01-27T00:00:00,1098
SH0510,Gelsenkirchen,Duisburg,236,3.0,1,2026-01-29T00:00:00,1738
SH0511,Bremen,Mainz,855,2.9,5,2026-01-28T00:00:00,2536
SH0512,Kiel,Hanover,388,4.3,1,2026-01-20T00:00:00,9456
SH0513,Lubeck,Berlin,499,3.8,1,2026-01-16T00:00:00,9491
SH0514,Nuremberg,Monchengladbach,843,4.2,3,2026-01-20T00:00:00,7988
SH0515,Dresden,Munich,497,4.4,2,2026-01-26T00:00:00,6379
SH0516,Wiesbaden,Bochum,492,2.0,3,2026-01-16T00:00:00,9499
SH0517,Magdeburg,Augsburg,928,3.9,1,2026-01-23T00:00:00,6808
SH0518,Nuremberg,Wuppertal,117,1.5,1,2026-01-22T00:00:00,6051
SH0519,Stuttgart,Freiburg,189,2.3,4,2026-01-17T00:00:00,4750
SH0520,Essen,Bielefeld,100,1.2,3,2026-01-27T00:00:00,7689
SH0521,Dresden,Aachen,612,1.9,4,2026-01-27T00:00:00,1316
SH0522,Munich,Lubeck,968,4.5,4,2026-01-25T00:00:00,8505
SH0523,Magdeburg,Augsburg,264,2.3,1,2026-01-28T00:00:00,9490
SH0524,Wiesbaden,Duisburg,460,5.0,3,2026-01-24T00:00:00,9875
SH0525,Augsburg,Kiel,811,0.9,5,2026-01-20T00:00:00,9769
SH0526,Gelsenkirchen,Krefeld,718,2.5,3,2026-01-23T00:00:00,1253
SH0527,Dortmund,Karlsruhe,548,2.4,4,2026-01-29T00:00:00,3152
SH0528,Augsburg,Oberhausen,316,2.3,2,2026-01-17T00:00:00,1198
SH0529,Berlin,Kiel,795,0.5,2,2026-01-20T00:00:00,9795
SH0530,Bielefeld,Halle,866,1.6,3,2026-01-19T00:00:00,9366
SH0531,Bochum,Aachen,840,2.1,3,2026-01-26T00:00:00,5409
SH0532,Magdeburg,Mannheim,120,1.0,1,2026-01-28T00:00:00,4712
SH0533,Gelsenkirchen,Halle,150,1.3,5,2026-01-23T00:00:00,1631
SH0534,Bremen,Leipzig,460,2.6,3,2026-01-23T00:00:00,3381
SH0535,Bielefeld,Braunschweig,533,3.2,5,2026-01-25T00:00:00,2270
SH0536,Oberhausen,Mainz,549,3.1,2,2026-01-18T00:00:00,5733
SH0537,Karlsruhe,Bonn,388,2.3,5,2026-01-20T00:00:00,3670
SH0538,Karlsruhe,Munster,396,2.6,4,2026-01-24T00:00:00,8999
SH0539,Aachen,Stuttgart,963,4.5,5,2026-01-27T00:00:00,3091
SH0540,Karlsruhe,Essen,283,4.0,5,2026-01-25T00:00:00,9449
SH0541,Halle,Rostock,598,4.4,3,2026-01-17T00:00:00,2327
SH0542,Lubeck,Nuremberg,478,1.2,4,2026-01-25T00:00:00,4739
SH0543,Gelsenkirchen,Bremen,173,3.1,3,2026-01-18T00:00:00,9695
SH0544,Augsburg,Munster,937,4.8,5,2026-01-27T00:00:00,9632
SH0545,Halle,Hamburg,253,3.5,5,2026-01-28T00:00:00,4801
SH0546,Gelsenkirchen,Oberhausen,511,2.4,5,2026-01-28T00:00:00,4252
SH0547,Augsburg,Halle,845,4.0,5,2026-01-22T00:00:00,9225
SH0548,Bochum,Nuremberg,548,1.2,3,2026-01-27T00:00:00,3474
SH0549,Krefeld,Dresden,525,2.5,5,2026-01-29T00:00:00,7634
SH0550,Halle,Rostock,928,3.7,1,2026-01-27T00:00:00,1738
SH0551,Wuppertal,Bielefeld,122,3.7,4,2026-01-25T00:00:00,9104
SH0552,Lubeck,Magdeburg,316,2.0,1,2026-01-20T00:00:00,6045
SH0553,Oberhausen,Hanover,152,1.8,3,2026-01-22T00:00:00,7258
SH0554,Krefeld,Kiel,616,3.1,3,2026-01-20T00:00:00,8185
SH0555,Chemnitz,Dortmund,745,1.6,5,2026-01-20T00:00:00,4547
SH0556,Monchengladbach,Dusseldorf,684,1.2,3,2026-01-17T00:00:00,6479
SH0557,Dresden,Mannheim,468,4.4,2,2026-01-17T00:00:00,4773
SH0558,Mainz,Augsburg,647,3.5,5,2026-01-18T00:00:00,6125
SH0559,Freiburg,Duisburg,773,3.7,4,2026-01-27T00:00:00,5284
SH0560,Halle,Duisburg,930,3.8,4,2026-01-18T00:00:00,1991
SH0561,Leipzig,Monchengladbach,834,5.0,4,2026-01-24T00:00:00,6285
SH0562,Dresden,Braunschweig,415,2.0,2,2026-01-27T00:00:00,4930
SH0563,Munich,Oberhausen,576,2.7,1,2026-01-16T00:00:00,9505
SH0564,Augsburg,Erfurt,188,2.6,5,2026-01-20T00:00:00,5754
SH0565,Kassel,Rostock,340,1.7,4,2026-01-18T00:00:00,6525
SH0566,Frankfurt,Krefeld,710,4.8,1,2026-01-27T00:00:00,5935
SH0567,Rostock,Leipzig,781,4.1,1,2026-01-17T00:00:00,1016
SH0568,Dortmund,Karlsruhe,988,2.3,2,2026-01-17T00:00:00,6895
SH0569,Rostock,Leipzig,676,4.5,3,2026-01-26T00:00:00,4301
SH0570,Augsburg,Aachen,858,2.3,5,2026-01-16T00:00:00,3041
SH0571,Munster,Wiesbaden,442,2.7,4,2026-01-16T00:00:00,7955
SH0572,Frankfurt,Bonn,305,0.6,2,2026-01-18T00:00:00,7676
SH0573,Leipzig,Munster,569,3.0,5,2026-01-24T00:00:00,3509
SH0574,Berlin,Kiel,684,0.6,5,2026-01-25T00:00:00,1702
SH0575,Wiesbaden,Munich,360,1.4,3,2026-01-22T00:00:00,4426
SH0576,Oberhausen,Freiburg,971,1.8,1,2026-01-19T00:00:00,6512
SH0577,Bochum,Nuremberg,908,1.7,4,2026-01-23T00:00:00,3296
SH0578,Dortmund,Munster,662,3.2,3,2026-01-20T00:00:00,4282
SH0579,Rostock,Mainz,358,2.9,4,2026-01-21T00:00:00,4390
SH0580,Monchengladbach,Magdeburg,637,4.5,4,2026-01-18T00:00:00,8626
SH0581,Freiburg,Monchengladbach,665,4.7,2,2026-01-28T00:00:00,4345
SH0582,Nuremberg,Bochum,606,0.5,2,2026-01-19T00:00:00,4101
SH0583,Hanover,Stuttgart,244,3.9,2,2026-01-29T00:00:00,8820
SH0584,Magdeburg,Munich,441,4.1,2,2026-01-21T00:00:00,4020
SH0585,Lubeck,Bremen,689,3.1,4,2026-01-22T00:00:00,8309
SH0586,Dortmund,Munich,439,4.5,5,2026-01-19T00:00:00,9554
SH0587,Wiesbaden,Bonn,148,3.3,3,2026-01-28T00:00:00,8057
SH0588,Mannheim,Bielefeld,738,4.5,3,2026-01-17T00:00:00,4037
SH0589,Chemnitz,Gelsenkirchen,867,4.4,2,2026-01-16T00:00:00,9920
SH0590,Oberhausen,Rostock,751,1.5,4,2026-01-21T00:00:00,4009
SH0591,Dortmund,Duisburg,569,2.3,1,2026-01-20T00:00:00,7676
SH0592,Magdeburg,Wiesbaden,107,2.4,2,2026-01-28T00:00:00,5037
SH0593,Cologne,Karlsruhe,642,2.3,3,2026-01-24T00:00:00,5472
SH0594,Nuremberg,Gelsenkirchen,383,4.6,5,2026-01-17T00:00:00,1493
SH0595,Stuttgart,Bochum,531,2.1,3,2026-01-21T00:00:00,4348
SH0596,Karlsruhe,Augsburg,906,1.8,3,2026-01-17T00:00:00,1129
SH0597,Berlin,Hamburg,633,1.3,3,2026-01-26T00:00:00,5700
SH0598,Magdeburg,Aachen,747,2.7,2,2026-01-22T00:00:00,1182
SH0599,Munster,Bremen,890,4.2,3,2026-01-29T00:00:00,2727
SH0600,Dresden,Bremen,697,4.9,1,2026-01-26T00:00:00,2481
SH0601,Krefeld,Kiel,571,0.5,1,2026-01-27T00:00:00,5019
SH0602,Braunschweig,Lubeck,159,1.0,2,2026-01-20T00:00:00,9442
SH0603,Hamburg,Dortmund,479,1.1,1,2026-01-20T00:00:00,6197
SH0604,Bochum,Dusseldorf,806,0.5,3,2026-01-26T00:00:00,6690
SH0605,Mainz,Munich,930,2.7,4,2026-01-18T00:00:00,6311
SH0606,Oberhausen,Duisburg,785,4.6,3,2026-01-20T00:00:00,3034
SH0607,Dortmund,Duisburg,548,4.5,4,2026-01-27T00:00:00,1892
SH0608,Augsburg,Wuppertal,729,0.7,4,2026-01-29T00:00:00,5756
SH0609,Nuremberg,Frankfurt,325,3.6,4,2026-01-25T00:00:00,6057
SH0610,Duisburg,Kiel,952,0.7,4,2026-01-18T00:00:00,3949
SH0611,Dresden,Frankfurt,802,2.1,4,2026-01-19T00:00:00,4374
SH0612,Lubeck,Hanover,167,4.6,2,2026-01-20T00:00:00,1303
SH0613,Dusseldorf,Essen,722,2.6,3,2026-01-28T00:00:00,3704
SH0614,Rostock,Dresden,500,3.4,4,2026-01-26T00:00:00,2868
SH0615,Dresden,Cologne,652,1.9,5,2026-01-20T00:00:00,7505
SH0616,Stuttgart,Bonn,941,1.3,4,2026-01-18T00:00:00,8039
SH0617,Karlsruhe,Duisburg,396,3.0,4,2026-01-21T00:00:00,1353
SH0618,Bonn,Freiburg,587,1.9,1,2026-01-24T00:00:00,6930
SH0619,Chemnitz,Munich,570,0.9,4,2026-01-22T00:00:00,4239
SH0620,Bochum,Augsburg,614,4.4,4,2026-01-19T00:00:00,6511
SH0621,Oberhausen,Munster,397,4.7,2,2026-01-19T00:00:00,6588
SH0622,Munich,Krefeld,160,1.4,5,2026-01-27T00:00:00,8093
SH0623,Halle,Aachen,272,3.0,5,2026-01-29T00:00:00,1373
SH0624,Erfurt,Rostock,120,4.6,4,2026-01-25T00:00:00,8246
SH0625,Augsburg,Krefeld,854,4.9,4,2026-01-26T00:00:00,8127
SH0626,Bonn,Chemnitz,386,0.6,3,2026-01-22T00:00:00,4889
SH0627,Bonn,Mainz,738,2.1,2,2026-01-24T00:00:00,4903
SH0628,Duisburg,Halle,709,2.6,4,2026-01-19T00:00:00,9356
SH0629,Oberhausen,Rostock,770,1.4,5,2026-01-26T00:00:00,6358
SH0630,Rostock,Kiel,703,3.6,4,2026-01-16T00:00:00,9815
SH0631,Cologne,Karlsruhe,161,4.0,1,2026-01-23T00:00:00,4909
SH0632,Gelsenkirchen,Hanover,177,0.8,1,2026-01-24T00:00:00,7464
SH0633,Hanover,Munster,283,3.9,1,2026-01-21T00:00:00,4952
SH0634,Kiel,Cologne,288,3.2,2,2026-01-18T00:00:00,5871
SH0635,Halle,Braunschweig,961,2.6,4,2026-01-20T00:00:00,7019
SH0636,Mainz,Chemnitz,126,1.1,5,2026-01-25T00:00:00,2392
SH0637,Gelsenkirchen,Augsburg,340,3.5,4,2026-01-16T00:00:00,8399
SH0638,Essen,Dresden,952,2.5,2,2026-01-27T00:00:00,2655
SH0639,Duisburg,Karlsruhe,141,2.3,2,2026-01-23T00:00:00,1362
SH0640,Freiburg,Magdeburg,906,3.1,3,2026-01-22T00:00:00,2890
SH0641,Stuttgart,Hanover,569,4.3,2,2026-01-19T00:00:00,7854
SH0642,Munster,Aachen,713,3.0,4,2026-01-20T00:00:00,7701
SH0643,Mannheim,Kassel,257,3.2,4,2026-01-24T00:00:00,2738
SH0644,Chemnitz,Halle,850,3.0,5,2026-01-17T00:00:00,9418
SH0645,Oberhausen,Magdeburg,812,3.6,5,2026-01-28T00:00:00,6957
SH0646,Chemnitz,Berlin,425,1.6,3,2026-01-29T00:00:00,6887
SH0647,Kiel,Nuremberg,883,2.7,3,2026-01-17T00:00:00,9886
SH0648,Erfurt,Hanover,118,1.4,3,2026-01-25T00:00:00,4593
SH0649,Munster,Cologne,244,5.0,5,2026-01-20T00:00:00,2314
SH0650,Munster,Dortmund,501,4.6,1,2026-01-16T00:00:00,3912
SH0651,Lubeck,Monchengladbach,802,3.6,1,2026-01-28T00:00:00,2387
SH0652,Nuremberg,Kiel,213,3.1,4,2026-01-16T00:00:00,9272
SH0653,Cologne,Frankfurt,320,1.7,1,2026-01-24T00:00:00,5886
SH0654,Chemnitz,Dusseldorf,121,3.2,5,2026-01-17T00:00:00,7829
SH0655,Nuremberg,Essen,554,4.8,5,2026-01-19T00:00:00,1302
SH0656,Bochum,Halle,467,1.5,5,2026-01-16T00:00:00,9071
SH0657,Mainz,Halle,191,2.1,1,2026-01-16T00:00:00,4688
SH0658,Duisburg,Bielefeld,864,2.1,4,2026-01-22T00:00:00,8772
SH0659,Hanover,Gelsenkirchen,962,1.7,1,2026-01-22T00:00:00,6115
SH0660,Cologne,Braunschweig,665,4.3,5,2026-01-26T00:00:00,9327
SH0661,Rostock,Frankfurt,248,3.6,2,2026-01-22T00:00:00,6351
SH0662,Magdeburg,Augsburg,818,2.7,1,2026-01-27T00:00:00,8211
SH0663,Kiel,Wuppertal,324,2.0,2,2026-01-21T00:00:00,4775
SH0664,Bremen,Hanover,875,4.0,2,2026-01-17T00:00:00,6816
SH0665,Lubeck,Bonn,874,0.9,2,2026-01-16T00:00:00,9715
SH0666,Dresden,Bielefeld,182,4.9,1,2026-01-22T00:00:00,8380
SH0667,Leipzig,Karlsruhe,688,3.5,4,2026-01-18T00:00:00,2436
SH0668,Braunschweig,Hamburg,950,2.5,5,2026-01-17T00:00:00,1653
SH0669,Bonn,Monchengladbach,969,5.0,2,2026-01-20T00:00:00,6313
SH0670,Lubeck,Augsburg,407,2.9,5,2026-01-22T00:00:00,7848
SH0671,Gelsenkirchen,Lubeck,560,0.6,4,2026-01-17T00:00:00,4571
SH0672,Kiel,Munster,701,1.4,3,2026-01-18T00:00:00,1259
SH0673,Berlin,Freiburg,409,2.6,4,2026-01-20T00:00:00,3884
SH0674,Berlin,Magdeburg,453,1.1,2,2026-01-23T00:00:00,8681
SH0675,Duisburg,Aachen,845,1.0,1,2026-01-27T00:00:00,6672
SH0676,Karlsruhe,Essen,897,4.5,4,2026-01-20T00:00:00,1912
SH0677,Kiel,Monchengladbach,488,1.7,5,2026-01-19T00:00:00,8032
SH0678,Hanover,Kassel,937,2.8,4,2026-01-26T00:00:00,7759
SH0679,Freiburg,Essen,854,2.7,3,2026-01-25T00:00:00,2796
