lane_id,origin,destination,distance_km,travel_time_hours,toll_cost_eur,traffic_factor
LN0448,Gelsenkirchen,Krefeld,676,9.7,63.8,1.13
LN0449,Dortmund,Karlsruhe,540,7.7,41.5,1.06
LN0450,Augsburg,Oberhausen,505,7.6,43.6,0.91
LN0451,Berlin,Kiel,549,7.8,44.4,1.1
LN0452,Bielefeld,Halle,168,3.0,22.0,1.28
LN0453,Bochum,Aachen,506,7.1,37.4,0.94
LN0454,Gelsenkirchen,Halle,606,9.2,47.2,1.03
LN0455,Karlsruhe,Bonn,260,4.8,26.7,1.26
LN0456,Karlsruhe,Munster,335,5.4,33.7,1.05
LN0457,Halle,Rostock,276,4.0,32.0,1.05
LN0458,Lubeck,Nuremberg,708,9.5,54.0,1.01
LN0459,Augsburg,Munster,384,6.5,36.5,1.08
LN0460,Gelsenkirchen,Oberhausen,214,3.4,16.2,1.28
LN0461,Augsburg,Halle,611,9.6,53.5,1.25
LN0462,Bochum,Nuremberg,389,6.4,37.2,1.28
LN0463,Krefeld,Dresden,537,7.7,39.9,0.92
LN0464,Wuppertal,Bielefeld,234,4.4,18.4,1.11
LN0465,Lubeck,Magdeburg,733,10.9,62.7,1.16
LN0466,Monchengladbach,Dusseldorf,311,5.7,33.0,1.17
LN0467,Mainz,Augsburg,520,8.0,46.1,0.99
LN0468,Halle,Duisburg,763,11.2,58.9,1.05
LN0469,Leipzig,Monchengladbach,454,7.1,45.9,0.91
LN0470,Dresden,Braunschweig,584,8.8,52.6,1.26
LN0471,Augsburg,Erfurt,720,10.4,65.7,1.06
LN0472,Rostock,Leipzig,237,4.5,22.5,1.05
LN0473,Frankfurt,Bonn,497,6.9,39.6,1.24
LN0474,Leipzig,Munster,116,3.0,9.3,1.19
LN0475,Wiesbaden,Munich,404,6.0,33.2,1.04
LN0476,Oberhausen,Freiburg,647,9.8,53.7,0.91
LN0477,Dortmund,Munster,120,2.2,6.0,1.07
LN0478,Rostock,Mainz,705,9.9,62.6,1.09
LN0479,Monchengladbach,Magdeburg,373,5.6,28.6,0.99
LN0480,Freiburg,Monchengladbach,426,6.9,31.4,0.94
LN0481,Nuremberg,Bochum,387,5.7,35.3,1.22
LN0482,Hanover,Stuttgart,201,3.9,18.8,0.95
LN0483,Lubeck,Bremen,163,2.6,10.4,1.23
LN0484,Mannheim,Bielefeld,537,8.2,42.8,1.17
LN0485,Chemnitz,Gelsenkirchen,144,2.7,15.3,1.03
LN0486,Oberhausen,Rostock,755,10.0,62.7,1.17
LN0487,Dortmund,Duisburg,666,10.3,56.7,1.22
LN0488,Magdeburg,Wiesbaden,253,4.5,17.8,1.22
LN0489,Cologne,Karlsruhe,634,9.4,50.3,1.3
LN0490,Nuremberg,Gelsenkirchen,513,7.5,41.7,1.21
LN0491,Stuttgart,Bochum,528,7.6,47.1,0.98
LN0492,Karlsruhe,Augsburg,479,7.6,35.2,1.12
LN0493,Magdeburg,Aachen,705,9.3,60.2,0.9
LN0494,Hamburg,Dortmund,428,7.3,34.3,1.14
LN0495,Bochum,Dusseldorf,117,2.7,9.6,1.05
LN0496,Mainz,Munich,687,10.1,61.1,1.29
LN0497,Oberhausen,Duisburg,287,4.9,28.0,0.98
LN0498,Augsburg,Wuppertal,452,7.6,42.3,1.09
LN0499,Nuremberg,Frankfurt,769,11.2,59.6,1.11
LN0500,Duisburg,Kiel,637,9.6,46.7,0.98
LN0501,Dresden,Frankfurt,339,5.7,23.8,1.21
LN0502,Lubeck,Hanover,704,9.7,53.5,0.91
LN0503,Dusseldorf,Essen,358,6.3,38.3,1.08
LN0504,Rostock,Dresden,742,9.9,58.4,1.03
LN0505,Dresden,Cologne,169,2.8,11.5,1.08
LN0506,Stuttgart,Bonn,281,4.1,25.7,1.18
LN0507,Karlsruhe,Duisburg,143,3.3,13.4,1.22
LN0508,Bonn,Freiburg,559,8.3,44.4,0.98
LN0509,Chemnitz,Munich,466,6.6,37.9,1.12
LN0510,Bochum,Augsburg,151,2.5,20.6,1.17
LN0511,Oberhausen,Munster,305,5.8,26.4,0.92
LN0512,Munich,Krefeld,680,10.0,55.1,1.25
LN0513,Halle,Aachen,496,7.2,40.5,0.95
LN0514,Erfurt,Rostock,224,4.2,24.8,1.06
LN0515,Augsburg,Krefeld,344,5.1,37.3,1.23
LN0516,Bonn,Mainz,538,8.0,49.2,1.06
LN0517,Duisburg,Halle,231,4.3,16.3,1.18
LN0518,Rostock,Kiel,265,3.9,16.5,1.2
LN0519,Gelsenkirchen,Hanover,792,11.9,70.0,1.04
LN0520,Hanover,Munster,736,10.6,60.4,1.0
LN0521,Halle,Braunschweig,250,4.5,27.9,1.23
LN0522,Mainz,Chemnitz,445,6.1,37.2,1.18
LN0523,Gelsenkirchen,Augsburg,382,6.7,35.9,1.21
LN0524,Stuttgart,Hanover,599,8.4,51.7,1.07
LN0525,Munster,Aachen,151,3.2,8.7,0.95
LN0526,Mannheim,Kassel,308,4.6,34.3,1.27
LN0527,Chemnitz,Halle,161,3.4,14.5,1.16
LN0528,Erfurt,Hanover,223,4.6,13.8,1.27
LN0529,Munster,Cologne,516,7.8,42.5,1.14
LN0530,Munster,Dortmund,220,3.4,17.8,1.06
LN0531,Nuremberg,Kiel,217,3.8,23.1,0.94
LN0532,Mainz,Halle,770,11.0,66.0,1.02
LN0533,Duisburg,Bielefeld,390,6.2,30.5,1.22
LN0534,Hanover,Gelsenkirchen,401,6.0,41.3,0.98
LN0535,Cologne,Braunschweig,321,5.0,21.2,1.17
LN0536,Rostock,Frankfurt,296,4.9,22.1,1.21
LN0537,Kiel,Wuppertal,226,3.6,13.2,1.22
LN0538,Lubeck,Bonn,187,3.1,12.9,1.03
LN0539,Dresden,Bielefeld,599,8.1,43.5,0.97
LN0540,Leipzig,Karlsruhe,519,8.4,40.4,0.99
LN0541,Berlin,Freiburg,177,3.5,21.1,1.02
LN0542,Berlin,Magdeburg,276,4.1,30.5,1.19
LN0543,Kiel,Monchengladbach,181,3.7,14.0,0.97
LN0544,Hanover,Kassel,769,11.6,70.7,0.93
LN0545,Freiburg,Essen,508,8.0,48.5,1.09
LN0546,Chemnitz,Erfurt,228,3.7,23.8,0.95
LN0547,Nuremberg,Oberhausen,657,9.3,49.8,0.98
LN0548,Dortmund,Nuremberg,361,5.5,30.4,1.22
LN0549,Dusseldorf,Monchengladbach,228,4.5,14.7,0.93
LN0550,Freiburg,Rostock,742,10.2,57.4,1.06
LN0551,Munich,Halle,131,3.3,10.6,1.03
LN0552,Duisburg,Cologne,589,7.9,49.6,1.1
LN0553,Hamburg,Aachen,332,5.9,29.3,1.22
LN0554,Monchengladbach,Munich,703,9.7,57.2,1.09
LN0555,Essen,Mainz,255,5.1,28.9,1.24
LN0556,Augsburg,Gelsenkirchen,354,5.4,34.7,1.25
LN0557,Kassel,Lubeck,313,4.9,34.5,0.98
LN0558,Dusseldorf,Leipzig,759,11.3,61.6,1.13
LN0559,Aachen,Monchengladbach,618,8.7,55.5,1.13
LN0560,Halle,Bielefeld,152,3.6,17.7,1.12
LN0561,Munich,Duisburg,466,6.7,34.0,0.97
LN0562,Kassel,Stuttgart,576,8.7,50.8,1.1
LN0563,Oberhausen,Braunschweig,394,6.6,30.2,1.06
LN0564,Magdeburg,Bonn,676,9.7,53.5,1.21
LN0565,Lubeck,Cologne,796,10.7,58.7,0.93
LN0566,Wuppertal,Lubeck,746,9.9,58.8,1.17
LN0567,Stuttgart,Oberhausen,634,8.6,53.1,1.17
LN0568,Nuremberg,Dortmund,388,5.5,31.8,1.16
LN0569,Magdeburg,Berlin,197,3.6,17.1,0.97
LN0570,Dortmund,Bochum,403,6.9,39.4,0.94
LN0571,Mainz,Aachen,598,8.0,47.4,1.03
LN0572,Mainz,Gelsenkirchen,294,4.4,26.5,1.05
LN0573,Dusseldorf,Nuremberg,672,10.3,56.8,1.16
LN0574,Duisburg,Wuppertal,488,8.1,40.8,1.29
LN0575,Duisburg,Munster,227,3.8,26.8,0.95
LN0576,Monchengladbach,Cologne,560,7.6,49.2,1.0
LN0577,Lubeck,Wiesbaden,729,11.1,65.3,1.08
LN0578,Magdeburg,Dresden,247,3.6,23.2,1.02
LN0579,Duisburg,Augsburg,576,9.0,52.5,0.97
LN0580,Augsburg,Rostock,195,4.3,23.8,1.06
LN0581,Mainz,Bielefeld,393,6.1,35.6,1.2
LN0582,Braunschweig,Bremen,215,4.3,26.0,1.12
LN0583,Nuremberg,Rostock,523,7.4,37.9,1.0
LN0584,Krefeld,Munster,597,9.4,55.6,1.14
LN0585,Munich,Chemnitz,611,8.2,46.8,1.05
LN0586,Frankfurt,Essen,770,11.5,61.7,1.12
LN0587,Bonn,Leipzig,302,4.9,26.4,1.06
LN0588,Oberhausen,Lubeck,781,11.1,70.4,1.16
LN0589,Berlin,Dusseldorf,137,3.7,20.6,1.27
LN0590,Augsburg,Duisburg,419,6.9,30.8,1.02
LN0591,Aachen,Karlsruhe,569,8.6,45.1,1.05
LN0592,Magdeburg,Hanover,348,5.5,32.5,0.97
LN0593,Dusseldorf,Oberhausen,135,2.9,20.7,1.07
LN0594,Kassel,Hamburg,225,3.5,24.1,1.23
LN0595,Halle,Leipzig,504,7.5,41.5,0.99
LN0596,Bochum,Berlin,258,4.0,17.0,0.95
LN0597,Dusseldorf,Braunschweig,211,3.9,14.1,1.12
LN0598,Bremen,Magdeburg,310,5.1,27.6,1.27
LN0599,Bochum,Hamburg,241,4.3,28.1,1.07
LN0600,Gelsenkirchen,Hamburg,573,9.1,49.0,0.92
LN0601,Frankfurt,Chemnitz,723,9.7,62.1,1.18
LN0602,Bielefeld,Frankfurt,660,9.4,49.4,1.06
LN0603,Augsburg,Bonn,740,10.2,61.0,0.98
LN0604,Monchengladbach,Bonn,791,10.7,67.2,1.23
LN0605,Dortmund,Bielefeld,330,4.7,30.4,1.19
LN0606,Duisburg,Monchengladbach,783,11.4,66.2,1.25
LN0607,Mannheim,Munster,232,4.3,17.9,1.25
LN0608,Rostock,Duisburg,446,6.9,35.7,0.98
LN0609,Mainz,Krefeld,331,5.4,31.6,0.97
LN0610,Essen,Freiburg,211,4.0,17.3,1.11
LN0611,Braunschweig,Kassel,117,2.6,17.6,1.06
LN0612,Kassel,Augsburg,669,9.7,56.0,1.03
LN0613,Bremen,Frankfurt,329,4.8,32.9,1.27
LN0614,Wuppertal,Leipzig,357,5.6,37.6,1.09
LN0615,Munich,Kiel,506,8.1,47.1,1.07
LN0616,Lubeck,Chemnitz,472,7.2,41.1,1.06
LN0617,Nuremberg,Duisburg,465,7.5,35.8,1.17
LN0618,Frankfurt,Cologne,647,8.7,58.7,1.17
LN0619,Wiesbaden,Kassel,638,9.2,56.2,1.24
LN0620,Dresden,Munster,742,10.9,62.7,1.21
LN0621,Mainz,Hamburg,524,7.4,42.4,1.19
LN0622,Dortmund,Bremen,334,6.1,30.0,1.08
LN0623,Kassel,Cologne,307,4.6,23.7,1.18
LN0624,Bonn,Nuremberg,115,2.4,4.9,1.13
LN0625,Dusseldorf,Gelsenkirchen,439,6.3,43.1,1.28
LN0626,Karlsruhe,Wuppertal,487,7.1,41.8,1.0
LN0627,Mainz,Dresden,374,5.6,28.4,1.17
LN0628,Berlin,Dortmund,110,2.6,16.6,0.97
LN0629,Oberhausen,Bielefeld,582,8.5,53.7,1.27
LN0630,Stuttgart,Munich,565,8.4,52.5,0.92
LN0631,Kiel,Braunschweig,350,5.6,36.8,1.09
LN0632,Magdeburg,Leipzig,580,7.8,43.2,1.27
LN0633,Frankfurt,Wiesbaden,259,4.2,29.5,1.29
LN0634,Munich,Bielefeld,792,11.7,72.2,1.08
LN0635,Chemnitz,Nuremberg,551,8.4,50.3,1.13
LN0636,Freiburg,Bonn,717,9.5,65.3,1.12
LN0637,Nuremberg,Erfurt,195,3.3,15.9,0.93
LN0638,Duisburg,Bochum,603,9.5,53.6,1.07
LN0639,Wuppertal,Wiesbaden,197,3.4,25.4,1.14
LN0640,Rostock,Mannheim,707,9.8,55.5,1.06
LN0641,Munich,Bremen,123,2.2,19.2,1.02
LN0642,Krefeld,Bonn,751,10.8,58.2,1.28
LN0643,Munich,Freiburg,410,6.9,32.2,0.95
LN0644,Erfurt,Berlin,370,5.1,31.2,1.26
LN0645,Dortmund,Stuttgart,524,8.0,39.2,0.98
LN0646,Gelsenkirchen,Erfurt,434,6.5,43.0,1.11
LN0647,Bielefeld,Wiesbaden,331,5.1,22.9,1.0
LN0648,Dortmund,Krefeld,555,7.5,51.4,0.97
LN0649,Cologne,Stuttgart,586,9.3,47.1,1.22
LN0650,Wuppertal,Duisburg,112,2.4,15.1,1.06
LN0651,Hanover,Aachen,245,4.0,18.5,1.21
LN0652,Mannheim,Leipzig,399,5.5,32.7,1.27
LN0653,Kassel,Wiesbaden,629,8.4,57.9,1.22
LN0654,Mainz,Braunschweig,413,6.5,35.0,1.2
LN0655,Kiel,Berlin,306,4.3,29.0,1.09
LN0656,Erfurt,Chemnitz,499,8.2,49.7,0.94
LN0657,Aachen,Bochum,798,10.8,70.1,0.98
LN0658,Kassel,Munich,125,3.6,15.3,1.29
LN0659,Magdeburg,Mainz,566,8.3,41.9,1.03
LN0660,Krefeld,Oberhausen,528,7.6,50.1,1.13
LN0661,Dortmund,Aachen,334,4.9,23.7,0.99
LN0662,Monchengladbach,Bielefeld,115,2.5,12.3,1.1
LN0663,Mannheim,Augsburg,444,6.2,36.9,1.23
LN0664,Oberhausen,Stuttgart,347,5.3,37.0,1.25
LN0665,Oberhausen,Monchengladbach,253,5.1,27.9,0.91
LN0666,Dortmund,Essen,699,10.3,59.5,1.28
LN0667,Dresden,Monchengladbach,706,10.2,61.6,1.0
LN0668,Frankfurt,Oberhausen,365,5.2,35.8,0.92
LN0669,Erfurt,Duisburg,575,7.7,53.1,1.25
LN0670,Halle,Essen,420,6.5,32.1,0.91
LN0671,Stuttgart,Karlsruhe,174,3.6,21.7,0.9
LN0672,Hamburg,Kiel,461,7.3,35.5,1.11
LN0673,Krefeld,Mannheim,591,9.0,50.3,1.08
LN0674,Rostock,Bochum,112,3.2,17.7,1.05
LN0675,Munster,Kassel,348,5.9,35.8,1.18
LN0676,Bochum,Dresden,541,7.5,46.4,1.06
LN0677,Kiel,Dusseldorf,395,6.3,30.5,1.21
LN0678,Bielefeld,Aachen,749,11.0,68.1,1.05
LN0679,Bielefeld,Kassel,621,8.6,45.9,1.11
LN0680,Mannheim,Lubeck,707,9.8,54.7,1.16
LN0681,Duisburg,Frankfurt,566,7.6,42.5,0.94
LN0682,Lubeck,Karlsruhe,672,9.8,56.2,0.97
LN0683,Freiburg,Cologne,538,7.3,42.9,1.05
LN0684,Mannheim,Dortmund,128,3.4,15.1,1.08
LN0685,Gelsenkirchen,Wiesbaden,614,9.7,49.3,1.07
LN0686,Kiel,Augsburg,775,10.2,68.8,1.18
LN0687,Bielefeld,Wuppertal,290,4.3,25.7,1.28
LN0688,Dresden,Hamburg,504,7.7,43.0,1.07
LN0689,Dortmund,Mainz,362,5.8,34.8,1.26
LN0690,Bielefeld,Dortmund,454,7.5,44.7,1.22
LN0691,Bochum,Erfurt,300,4.9,31.9,1.24
LN0692,Kassel,Chemnitz,437,6.1,43.4,1.03
LN0693,Stuttgart,Krefeld,421,6.2,36.5,1.21
LN0694,Karlsruhe,Dortmund,732,9.7,57.7,1.14
LN0695,Erfurt,Nuremberg,444,7.2,43.9,0.96
LN0696,Dusseldorf,Berlin,129,2.9,11.7,1.1
LN0697,Dusseldorf,Wuppertal,347,5.2,28.4,1.12
LN0698,Bremen,Dortmund,160,3.1,10.8,1.29
LN0699,Nuremberg,Krefeld,610,8.4,58.7,0.96
LN0700,Kassel,Bochum,216,3.3,16.4,0.91
LN0701,Halle,Erfurt,421,6.7,29.6,1.19
LN0702,Karlsruhe,Leipzig,144,3.1,12.4,1.25
LN0703,Aachen,Augsburg,478,7.2,41.9,0.96
LN0704,Munster,Halle,463,7.5,36.3,1.16
LN0705,Kassel,Karlsruhe,224,4.6,20.1,0.93
LN0706,Freiburg,Mannheim,216,4.4,26.1,1.1
LN0707,Essen,Aachen,251,3.7,19.8,1.06
LN0708,Bremen,Bochum,647,9.4,48.9,1.15
LN0709,Cologne,Berlin,642,8.9,53.2,1.02
LN0710,Monchengladbach,Nuremberg,355,5.1,35.8,1.07
LN0711,Mainz,Dortmund,528,7.8,41.0,1.16
LN0712,Wuppertal,Dusseldorf,652,10.0,57.7,1.13
LN0713,Krefeld,Lubeck,431,6.7,38.2,1.04
LN0714,Krefeld,Gelsenkirchen,494,8.1,35.1,1.08
LN0715,Krefeld,Augsburg,671,9.5,61.3,1.21
LN0716,Monchengladbach,Mainz,499,8.1,36.6,0.98
LN0717,Munich,Wuppertal,305,5.7,33.4,0.92
LN0718,Freiburg,Munster,319,4.7,20.9,1.1
LN0719,Erfurt,Wiesbaden,543,7.9,38.8,0.91
LN0720,Freiburg,Lubeck,490,7.5,45.9,1.02
LN0721,Freiburg,Braunschweig,171,3.9,16.9,1.04
LN0722,Kassel,Erfurt,229,3.8,17.2,1.01
LN0723,Augsburg,Wiesbaden,606,9.3,46.7,0.95
LN0724,Lubeck,Leipzig,758,11.1,56.6,1.08
LN0725,Krefeld,Mainz,659,9.1,60.1,1.3
LN0726,Berlin,Bremen,572,8.6,52.9,1.19
LN0727,Munster,Magdeburg,322,5.0,26.9,0.93
LN0728,Oberhausen,Gelsenkirchen,744,10.2,57.4,1.14
LN0729,Wuppertal,Bochum,753,10.0,69.5,0.96
LN0730,Chemnitz,Augsburg,195,3.5,11.4,1.02
LN0731,Bremen,Mannheim,411,6.0,35.1,1.1
LN0732,Hamburg,Karlsruhe,435,6.8,37.0,1.09
LN0733,Dusseldorf,Augsburg,621,8.3,55.7,1.28
LN0734,Monchengladbach,Kassel,158,3.7,18.6,1.11
LN0735,Duisburg,Dresden,109,2.0,16.6,1.11
LN0736,Berlin,Braunschweig,738,11.0,60.5,1.17
LN0737,Wuppertal,Magdeburg,490,7.3,34.5,0.96
LN0738,Wuppertal,Aachen,306,5.8,19.5,1.07
LN0739,Aachen,Braunschweig,392,5.5,27.9,1.09
LN0740,Essen,Duisburg,541,8.2,50.5,1.18
LN0741,Leipzig,Dusseldorf,646,9.9,51.5,0.99
LN0742,Frankfurt,Hanover,480,6.5,43.8,1.08
LN0743,Bonn,Munster,427,7.3,34.8,1.27
LN0744,Magdeburg,Munster,583,9.0,51.2,0.99
LN0745,Wiesbaden,Hanover,636,9.8,54.0,0.92
LN0746,Chemnitz,Karlsruhe,479,7.4,33.4,0.9
LN0747,Duisburg,Dortmund,444,7.4,33.0,1.27
LN0748,Berlin,Chemnitz,659,9.7,48.7,1.2
LN0749,Berlin,Aachen,788,10.9,69.2,1.17
LN0750,Bremen,Braunschweig,530,8.5,40.9,1.03
LN0751,Munich,Erfurt,444,6.1,39.4,1.3
LN0752,Hamburg,Duisburg,617,9.7,59.2,1.07
LN0753,Cologne,Augsburg,373,5.3,39.4,1.04
LN0754,Wuppertal,Munster,437,6.2,39.8,1.25
LN0755,Berlin,Nuremberg,163,3.9,20.8,1.25
LN0756,Hamburg,Dresden,177,3.1,9.7,0.93
LN0757,Essen,Munster,615,9.2,50.7,1.05
LN0758,Bielefeld,Lubeck,263,3.8,22.3,1.05
LN0759,Karlsruhe,Braunschweig,228,3.5,26.1,0.97
LN0760,Monchengladbach,Frankfurt,740,9.9,60.1,1.16
LN0761,Berlin,Rostock,622,8.6,55.0,1.17
LN0762,Krefeld,Erfurt,675,9.8,52.3,1.26
LN0763,Freiburg,Dusseldorf,291,5.1,32.8,1.23
LN0764,Bielefeld,Augsburg,135,3.5,14.4,0.9
LN0765,Frankfurt,Dresden,439,6.3,38.2,1.17
LN0766,Braunschweig,Mainz,602,8.5,57.1,0.92
LN0767,Dresden,Dusseldorf,584,8.2,48.1,1.06
LN0768,Rostock,Chemnitz,371,5.8,31.6,1.13
LN0769,Erfurt,Bochum,484,7.1,38.5,1.25
LN0770,Bremen,Stuttgart,790,10.8,60.2,1.28
LN0771,Krefeld,Berlin,620,9.0,45.6,1.04
LN0772,Wiesbaden,Bremen,626,8.6,46.5,0.99
LN0773,Braunschweig,Bielefeld,249,4.6,16.6,1.28
LN0774,Frankfurt,Dusseldorf,635,9.1,50.9,1.19
LN0775,Wiesbaden,Bielefeld,607,8.6,48.5,0.93
LN0776,Cologne,Magdeburg,214,4.0,26.9,1.14
LN0777,Monchengladbach,Essen,503,6.8,45.8,1.1
LN0778,Kiel,Duisburg,124,2.8,12.9,1.09
LN0779,Hamburg,Oberhausen,210,3.7,12.8,1.16
LN0780,Bremen,Munich,114,2.8,17.7,1.16
LN0781,Bremen,Nuremberg,386,5.5,29.0,1.17
LN0782,Leipzig,Chemnitz,289,4.8,19.6,0.93
LN0783,Stuttgart,Kiel,403,6.5,30.5,1.14
LN0784,Magdeburg,Lubeck,289,5.0,24.4,0.91
LN0785,Hanover,Nuremberg,222,4.0,22.1,1.07
LN0786,Krefeld,Magdeburg,140,3.1,17.0,0.95
LN0787,Cologne,Oberhausen,291,4.7,30.3,1.03
LN0788,Berlin,Bochum,510,7.2,39.7,1.22
LN0789,Leipzig,Rostock,467,6.8,44.3,0.94
LN0790,Duisburg,Erfurt,309,5.8,24.9,1.28
LN0791,Gelsenkirchen,Leipzig,663,8.8,58.5,1.1
LN0792,Wuppertal,Rostock,416,6.7,41.6,1.21
LN0793,Halle,Monchengladbach,341,5.7,30.3,1.05
LN0794,Mannheim,Dusseldorf,735,10.2,64.9,0.98
LN0795,Bremen,Cologne,157,3.1,18.9,1.27
LN0796,Erfurt,Bielefeld,314,5.9,28.0,1.27
LN0797,Freiburg,Halle,363,5.7,35.4,1.21
LN0798,Monchengladbach,Halle,752,10.0,62.6,1.16
LN0799,Hanover,Cologne,272,3.9,26.6,0.94
LN0800,Magdeburg,Dusseldorf,201,4.3,16.1,1.19
LN0801,Aachen,Wiesbaden,339,5.4,30.7,1.22
LN0802,Duisburg,Mainz,681,10.1,50.5,1.08
LN0803,Aachen,Cologne,601,8.9,52.5,1.0
LN0804,Braunschweig,Bochum,514,8.3,51.0,1.21
LN0805,Munich,Dusseldorf,221,4.4,14.6,1.06
LN0806,Mannheim,Mainz,792,10.7,59.0,1.17
LN0807,Bonn,Krefeld,572,7.7,46.5,1.06
LN0808,Erfurt,Wuppertal,498,7.0,38.4,1.2
LN0809,Frankfurt,Kiel,414,6.5,31.4,1.11
LN0810,Wiesbaden,Erfurt,404,6.6,36.8,1.17
LN0811,Stuttgart,Erfurt,199,3.9,25.8,0.92
LN0812,Kiel,Bielefeld,423,6.1,31.2,1.03
LN0813,Hamburg,Bremen,616,9.2,46.1,0.92
LN0814,Halle,Freiburg,574,7.8,53.9,0.95
LN0815,Freiburg,Wiesbaden,696,10.4,51.3,1.1
LN0816,Wuppertal,Mainz,446,6.2,31.8,1.21
LN0817,Aachen,Dusseldorf,527,7.7,48.0,1.15
LN0818,Essen,Gelsenkirchen,171,3.0,9.9,0.95
LN0819,Dusseldorf,Erfurt,553,8.9,50.7,1.12
LN0820,Wuppertal,Freiburg,402,6.0,36.1,1.06
LN0821,Cologne,Munster,445,6.7,43.5,1.27
LN0822,Rostock,Dortmund,116,2.8,4.7,1.16
LN0823,Braunschweig,Dresden,699,10.6,63.7,1.14
LN0824,Gelsenkirchen,Rostock,584,8.7,55.3,0.92
LN0825,Bonn,Oberhausen,640,9.4,46.9,1.15
LN0826,Hanover,Berlin,730,10.4,66.7,0.98
LN0827,Frankfurt,Kassel,167,3.2,11.1,1.01
LN0828,Magdeburg,Frankfurt,404,5.9,32.8,1.11
LN0829,Hamburg,Halle,103,2.0,4.9,1.15
LN0830,Bremen,Halle,371,6.3,29.5,1.07
LN0831,Freiburg,Wuppertal,240,4.0,15.0,1.21
LN0832,Braunschweig,Cologne,564,8.1,54.3,1.19
LN0833,Stuttgart,Halle,129,2.5,11.8,1.2
LN0834,Oberhausen,Augsburg,510,7.9,38.5,1.3
LN0835,Essen,Monchengladbach,528,8.1,49.9,0.99
LN0836,Oberhausen,Aachen,681,9.9,50.5,1.19
LN0837,Duisburg,Wiesbaden,744,10.3,62.8,1.09
LN0838,Bonn,Essen,280,4.2,24.1,1.04
LN0839,Kassel,Oberhausen,117,3.0,18.6,0.95
LN0840,Dresden,Essen,751,11.2,62.3,1.11
LN0841,Monchengladbach,Rostock,678,10.5,64.1,1.24
LN0842,Stuttgart,Aachen,557,7.8,47.7,1.29
LN0843,Augsburg,Braunschweig,331,5.4,32.8,1.04
LN0844,Karlsruhe,Gelsenkirchen,226,3.6,27.7,1.03
LN0845,Bonn,Bielefeld,422,6.4,39.6,1.21
LN0846,Cologne,Krefeld,614,8.9,53.4,1.19
LN0847,Magdeburg,Gelsenkirchen,484,7.4,44.6,0.92
LN0848,Dusseldorf,Hanover,639,9.1,48.2,1.08
LN0849,Frankfurt,Dortmund,575,8.3,50.2,0.99
LN0850,Essen,Bremen,524,7.5,37.8,1.06
LN0851,Aachen,Hamburg,509,7.8,42.3,1.29
LN0852,Karlsruhe,Chemnitz,701,9.5,62.0,0.93
LN0853,Gelsenkirchen,Wuppertal,497,7.9,47.8,1.3
LN0854,Monchengladbach,Lubeck,743,9.8,60.4,1.0
LN0855,Monchengladbach,Krefeld,470,6.5,44.4,1.06
LN0856,Hamburg,Berlin,730,9.6,59.8,1.14
LN0857,Mainz,Oberhausen,333,5.9,34.7,1.22
LN0858,Braunschweig,Wuppertal,218,3.3,13.3,1.29
LN0859,Chemnitz,Hamburg,746,10.1,65.5,1.26
LN0860,Kiel,Halle,605,8.6,46.1,1.11
LN0861,Kassel,Kiel,276,4.0,19.5,0.98
LN0862,Aachen,Munster,431,6.6,36.8,0.92
LN0863,Leipzig,Bochum,514,8.0,36.9,1.15
LN0864,Hamburg,Braunschweig,681,10.0,50.4,1.17
LN0865,Essen,Berlin,223,4.6,19.8,1.21
LN0866,Munster,Dusseldorf,202,4.0,22.6,1.21
LN0867,Mainz,Monchengladbach,717,10.4,60.0,1.18
LN0868,Mainz,Rostock,657,9.5,57.3,0.9
LN0869,Mannheim,Hamburg,264,4.4,22.4,1.15
LN0870,Cologne,Mainz,540,7.4,48.8,1.25
LN0871,Aachen,Frankfurt,564,8.9,54.8,1.23
LN0872,Bielefeld,Munich,719,10.2,59.2,0.96
LN0873,Halle,Dortmund,528,8.2,40.1,1.17
LN0874,Mannheim,Bochum,423,6.7,36.4,1.11
LN0875,Nuremberg,Hanover,102,1.9,17.2,1.17
LN0876,Frankfurt,Erfurt,121,3.4,9.8,0.94
LN0877,Freiburg,Erfurt,240,4.0,20.7,1.08
LN0878,Hanover,Dresden,478,6.7,38.8,1.23
LN0879,Bielefeld,Dusseldorf,379,6.4,37.2,0.96
LN0880,Monchengladbach,Chemnitz,163,3.7,22.0,0.92
LN0881,Kassel,Bielefeld,569,8.9,46.8,1.17
LN0882,Karlsruhe,Kiel,457,6.3,38.1,1.11
LN0883,Chemnitz,Essen,428,6.2,42.3,0.98
LN0884,Munich,Stuttgart,584,9.2,52.7,1.17
LN0885,Essen,Braunschweig,627,8.6,50.3,1.2
LN0886,Braunschweig,Halle,609,8.8,56.6,1.16
LN0887,Bremen,Duisburg,720,9.9,53.1,0.9
LN0888,Munster,Lubeck,795,11.6,63.6,1.12
LN0889,Dresden,Karlsruhe,318,5.7,23.9,1.17
LN0890,Bielefeld,Cologne,720,9.6,55.5,0.93
LN0891,Bonn,Aachen,635,9.5,53.3,1.13
LN0892,Munich,Karlsruhe,272,4.1,22.4,0.95
LN0893,Essen,Stuttgart,446,7.0,44.2,1.24
LN0894,Dortmund,Kiel,471,7.7,43.2,1.18
LN0895,Oberhausen,Frankfurt,277,4.3,25.9,0.98
LN0896,Mannheim,Erfurt,181,3.6,12.1,1.12
